year,position,artist,song,score,us,uk,de,fr,ca,au
"2017","88","Ariana Grande & Nicki Minaj","Side To Side","3143.021","5","32","-","90","4","29"
"2017","89","Clean Bandit & Zara Larsson","Symphony","3132.621","-","1","9","12","34","4"
"2017","90","Macklemore & Skylar Grey","Glorious","3076.027","49","23","-","20","27","2"
"2017","91","Twenty One Pilots","Heathens","3008.542","12","45","-","9","8","36"
"2017","92","Jax Jones & RAYE","You Don't Know Me","2995.488","-","3","3","6","70","12"
"2017","93","Justin Bieber & BloodPop","Friends","2959.232","20","2","4","8","4","2"
"2017","94","Jonas Blue & William Singe","Mama","2910.123","-","4","5","16","45","7"
"2017","95","Gucci Mane & Migos","I Get The Bag","2890.637","11","-","-","-","28","-"
"2017","96","Kane Brown & Lauren Alaina","What Ifs","2856.869","26","-","-","-","45","-"
"2017","97","Kendrick Lamar & Zacari","Love.","2848.824","18","-","-","76","22","29"
"2017","98","Travi$ Scott","Butterfly Effect","2753.391","51","57","-","-","40","-"
"2017","99","Adele","Water Under The Bridge","2728.226","26","39","-","-","37","23"
"2017","100","Martin Garrix & Dua Lipa","Scared To Be Lonely","2721.064","76","14","9","43","32","14"
"2018","1","Ed Sheeran","Perfect","14975.805","1","1","1","1","1","1"
"2018","2","Drake","God's Plan","14065.659","1","1","1","4","1","1"
"2018","3","Maroon 5 & Cardi B","Girls Like You","11768.473","1","7","9","4","1","2"
"2018","4","Cardi B, Bad Bunny & J Balvin","I Like It","11396.180","1","8","-","21","2","14"
"2018","5","Bebe Rexha & Florida Georgia Line","Meant To Be","10449.458","2","-","-","-","7","2"
"2018","6","Camila Cabello & Young Thug","Havana","10067.890","1","5","3","2","1","2"
"2018","7","Zedd, Maren Morris & Grey","The Middle","10045.738","5","7","-","68","6","7"
"2018","8","Post Malone","Better Now","9904.499","3","6","-","54","3","2"
"2018","9","Post Malone & Ty Dolla $ign","Psycho","9729.026","1","-","6","102","1","1"
"2018","10","Juice WRLD","Lucid Dreams","9069.650","2","10","-","-","4","-"
"2018","11","Drake","Nice For What","8740.747","1","1","9","28","1","1"
"2018","12","Drake","In My Feelings","8707.825","1","1","4","5","1","1"
"2018","13","Khalid & Normani","Love Lies","8643.091","9","12","-","-","21","3"
"2018","14","Post Malone & 21 Savage","Rockstar","8395.321","2","12","7","16","3","4"
"2018","15","Marshmello & Anne-Marie","Friends","8036.177","11","4","1","29","5","4"
"2018","16","Ariana Grande","No Tears Left To Cry","7920.765","3","2","2","4","2","1"
"2018","17","Calvin Harris & Dua Lipa","One Kiss","7539.466","26","1","1","2","7","3"
"2018","18","XXXTentacion","Sad!","7535.455","1","-","-","23","2","4"
"2018","19","Camila Cabello","Never Be The Same","7488.825","6","7","-","78","19","7"
"2018","20","5 Seconds of Summer","Youngblood","7385.234","7","4","-","194","3","1"
"2018","21","Dua Lipa","New Rules","7039.336","6","13","-","82","7","15"
"2018","22","Tyga & Offset","Taste","6824.296","8","5","-","69","11","-"
"2018","23","Ella Mai","Boo'd Up","6807.187","5","52","-","-","43","46"
"2018","24","Bazzi","Mine","6791.604","11","21","-","71","13","11"
"2018","25","Travi$ Scott","Sicko Mode","6705.113","1","9","-","41","3","7"
"2018","26","Bruno Mars & Cardi B","Finesse","6590.442","3","5","-","-","3","-"
"2018","27","Taylor Swift","Delicate","5824.880","12","45","-","169","23","28"
"2018","28","Marshmello & Bastille","Happier","5748.164","3","2","9","41","2","3"
"2018","29","Lil Baby & Drake","Yes Indeed","5507.793","6","46","-","-","7","-"
"2018","30","Benny Blanco, Halsey & Khalid","Eastside","5472.705","16","1","-","97","6","2"
"2018","31","BlocBoy JB & Drake","Look Alive","5456.142","5","-","-","-","4","-"
"2018","32","6ix9ine, Nicki Minaj & Murda Beatz","Fefe","5274.143","3","17","-","22","5","8"
"2018","33","Kendrick Lamar & SZA","All The Stars","5161.547","7","5","-","21","7","2"
"2018","34","Selena Gomez","Back To You","5160.035","18","13","-","52","4","4"
"2018","35","Lauy","I Like Me Better","5061.551","27","-","-","111","92","29"
"2018","36","Dan & Shay","Tequila","5057.632","21","-","-","-","59","-"
"2018","37","Shawn Mendes","In My Blood","5015.489","11","10","8","51","9","9"
"2018","38","Ariana Grande","God Is A Woman","4978.912","8","4","-","23","5","5"
"2018","39","Imagine Dragons","Whatever It Takes","4883.820","12","-","-","13","26","34"
"2018","40","Panic! At the Disco","High Hopes","4852.889","5","12","6","101","8","7"
"2018","41","The Weeknd & Kendrick Lamar","Pray For Me","4722.939","7","11","-","14","5","9"
"2018","42","NF","Let You Down","4666.766","12","6","-","179","15","7"
"2018","43","Drake","Nonstop","4663.144","2","4","-","96","1","5"
"2018","44","Imagine Dragons","Thunder","4650.173","4","88","-","36","4","20"
"2018","45","G-Eazy & Halsey","Him & I","4641.361","14","22","6","24","9","10"
"2018","46","Lil Dicky & Chris Brown","Freaky Friday","4639.799","8","1","-","113","10","4"
"2018","47","Clean Bandit & Demi Lovato","Solo","4617.690","58","1","1","4","17","7"
"2018","48","Imagine Dragons","Natural","4566.683","13","49","-","32","12","28"
"2018","49","Ed Sheeran","Shape Of You","4452.598","13","21","-","6","9","19"
"2018","50","Dua Lipa","IDGAF","4417.988","49","3","-","65","29","3"
"2018","51","Migos & Drake","Walk It Talk It","4335.469","10","31","-","64","14","-"
"2018","52","Eminem & Ed Sheeran","River","4227.941","32","1","2","31","6","2"
"2018","53","Nicky Jam & J Balvin","X","4047.896","41","74","-","4","39","-"
"2018","54","Migos","Stir Fry","3999.459","8","51","-","-","19","24"
"2018","55","PORTUGAL. THE MAN","Feel It Still","3993.152","12","-","-","5","15","10"
"2018","56","Post Malone","I Fall Apart","3989.038","16","47","-","-","20","2"
"2018","57","Childish Gambino","This Is America","3944.155","1","6","-","19","1","1"
"2018","58","Offset & Metro Boomin","Ric Flair Drip","3927.642","13","67","-","-","13","-"
"2018","59","Rudimental, Jess Glynne, Macklemore & Dan Caplen","These Days","3888.223","-","1","3","15","31","2"
"2018","60","Kane Brown","Heaven","3816.103","15","-","-","-","33","-"
"2018","61","Justin Timberlake & Chris Stapleton","Say Something","3811.840","9","9","9","11","6","18"
"2018","62","Keala Settle & The Greatest Showman Ensemble","This Is Me","3792.565","58","3","-","52","74","10"
"2018","63","Calvin Harris & Sam Smith","Promises","3786.504","65","1","2","12","15","4"
"2018","64","Halsey","Bad At Love","3785.161","5","-","-","-","22","-"
"2018","65","Halsey","Without Me","3654.835","2","3","-","92","2","2"
"2018","66","DJ Khaled, Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","No Brainer","3650.673","5","3","-","22","9","6"
"2018","67","DJ Snake, Selena Gomez, Ozuna & Cardi B","Taki Taki","3649.693","11","15","8","3","7","24"
"2018","68","Lady Gaga & Bradley Cooper","Shallow","3629.451","5","1","10","6","3","1"
"2018","69","Cardi B & 21 Savage","Bartier Cardi","3594.855","14","40","-","196","18","-"
"2018","70","Luis Fonsi & Demi Lovato","Echame la culpa","3544.314","57","100","6","3","40","-"
"2018","71","Rich The Kid","Plug Walk","3535.577","13","53","-","-","13","45"
"2018","72","Selena Gomez & Marshmello","Wolves","3523.038","21","9","-","36","8","9"
"2018","73","Ella Mai","Trip","3516.383","11","47","-","-","78","-"
"2018","74","Ariana Grande","Breathin","3494.755","12","8","-","70","15","8"
"2018","75","YG Featuring 2 Chainz, Big Sean & Nicki Minaj","Big Bank","3491.702","16","-","-","-","51","-"
"2018","76","Cardi B","Be Careful","3481.318","11","24","-","154","24","-"
"2018","77","Sheck Wes","Mo Bamba","3432.632","6","27","-","-","5","29"
"2018","78","XXXTentacion","Moonlight","3386.037","13","17","-","31","10","-"
"2018","79","Dynoro & Gigi D'Agostino","In My Mind","3372.198","-","5","1","7","50","-"
"2018","80","The Weeknd","Call Out My Name","3360.407","4","7","7","22","1","3"
"2018","81","Migos, Nicki Minaj & Cardi B","MotorSport","3340.761","6","49","-","192","12","-"
"2018","82","Maroon 5","Wait","3322.545","24","-","-","-","35","-"
"2018","83","Lil Baby & Gunna","Drip Too Hard","3317.208","4","28","-","-","10","-"
"2018","84","G-Eazy & ASAP Rocky & Cardi B","No Limit","3278.219","4","-","-","-","7","43"
"2018","85","Kodak Black, Travi$ Scott & Offset","Zeze","3219.746","2","7","-","77","1","14"
"2018","86","Daddy Yankee","Dura","3203.117","43","-","-","83","77","-"
"2018","87","Kanye West & Lil Pump","I Love It","3198.371","6","3","9","27","1","4"
"2018","88","Dennis Lloyd","Nevermind","3156.355","86","17","3","10","36","10"
"2018","89","Bazzi & Camila Cabello","Beautiful","3096.267","30","33","-","-","35","-"
"2018","90","Charlie Puth","How Long","3074.600","21","36","-","15","24","22"
"2018","91","Kendrick Lamar & Zacari","Love.","2946.772","11","-","-","-","41","-"
"2018","92","lovelytheband","Broken","2905.992","29","-","-","-","24","-"
"2018","93","Sam Smith","Too Good At Goodbyes","2889.742","7","27","-","22","7","19"
"2018","94","XXXTentacion","Changes","2850.124","18","22","-","76","15","15"
"2018","95","Bebe Rexha","I'm A Mess","2811.862","35","77","-","-","25","41"
"2018","96","Ariana Grande","Thank U, Next","2809.472","1","-","-","12","1","1"
"2018","97","Jason Aldean","You Make It Easy","2771.476","28","-","-","-","63","-"
"2018","98","MAX & gnash","Lights Down Low","2769.247","20","-","-","-","51","-"
"2018","99","Tom Walker","Leave A Light On","2722.526","-","7","8","1","-","20"
"2018","100","David Guetta & Sia","Flames","2702.141","-","7","7","2","66","19"
"2019","1","Halsey","Without Me","2095.665","1","10","-","39","2","3"
"2019","2","Ariana Grande","Thank U, Next","1813.955","1","-","-","17","1","1"
"2019","3","Travi$ Scott","Sicko Mode","1662.291","3","33","-","114","4","8"
"2019","4","Marshmello & Bastille","Happier","1605.109","5","26","-","27","3","9"
"2019","5","Panic! At the Disco","High Hopes","1578.090","4","42","-","20","5","23"
"2019","6","Post Malone & Swae Lee","Sunflower (Spider-Man: Into The Spider-Verse)","1554.298","1","-","-","-","1","-"
"2019","7","Maroon 5 & Cardi B","Girls Like You","1401.928","7","34","-","31","5","21"
"2019","8","Kodak Black, Travi$ Scott & Offset","Zeze","1379.438","8","10","-","94","11","28"
"2019","9","Benny Blanco, Halsey & Khalid","Eastside","1265.160","9","29","-","139","10","7"
"2019","10","Post Malone","Wow.","1212.769","9","3","-","113","7","4"
"2019","11","Lil Baby & Gunna","Drip Too Hard","1211.818","8","91","-","-","20","-"
"2019","12","Ava Max","Sweet But Psycho","1192.536","36","1","-","9","22","2"
"2019","13","Sheck Wes","Mo Bamba","1179.700","14","26","-","147","12","39"
"2019","14","DJ Snake, Selena Gomez, Ozuna & Cardi B","Taki Taki","1155.711","19","65","-","2","14","-"
"2019","15","Lady Gaga & Bradley Cooper","Shallow","1143.092","23","21","-","5","9","7"
"2019","16","Post Malone","Better Now","1103.824","10","72","-","-","16","29"
"2019","17","Meek Mill & Drake","Going Bad","1092.771","17","18","-","182","9","32"
"2019","18","5 Seconds of Summer","Youngblood","1086.956","14","63","-","-","11","13"
"2019","19","Cardi B","Money","1046.827","13","35","-","-","38","-"
"2019","20","Bad Bunny & Drake","Mia","1007.967","20","-","-","14","23","-"
"2019","21","Mark Ronson & Miley Cyrus","Nothing Breaks Like A Heart","1006.222","43","2","-","52","19","6"
"2019","22","Gucci Mane, Bruno Mars & Kodak Black","Wake Up In The Sky","1002.935","12","-","-","-","36","-"
"2019","23","Flipp Dinero","Leave Me Alone","938.799","21","36","-","-","30","-"
"2019","24","Ariana Grande","Breathin","919.443","15","-","-","-","24","-"
"2019","25","Juice WRLD","Lucid Dreams","907.992","18","83","-","-","20","-"
"2019","26","Khaled","Better","906.980","22","54","-","185","19","13"
"2019","27","Cardi B, Bad Bunny & J Balvin","I Like It","836.343","26","66","-","69","21","44"
"2019","28","Imagine Dragons","Natural","807.306","25","-","-","31","28","-"
"2019","29","Ellie Goulding, Diplo & Swae Lee","Close To Me","805.762","31","25","-","-","31","-"
"2019","30","Dean Lewis","Be Alright","787.093","40","93","-","48","38","13"
"2019","31","Dan & Shay","Speechless","761.895","24","-","-","-","41","-"
"2019","32","Ella Mai","Trip","746.823","23","-","-","-","-","-"
"2019","33","Bazzi & Camila Cabello","Beautiful","711.490","26","-","-","-","53","-"
"2019","34","Khalid & Normani","Love Lies","707.949","27","-","-","-","-","-"
"2019","35","21 Savage","A Lot","700.152","33","86","-","-","47","-"
"2019","36","XXXTentacion, Lil Pump, Maluma & Swae Lee","Arms Around You","674.320","55","88","-","25","35","33"
"2019","37","A Boogie Wit da Hoodie & 6ix9ine","Swervin","673.412","38","41","-","-","27","-"
"2019","38","Pinkfong","Baby Shark","661.273","32","6","-","-","44","-"
"2019","39","Luke Combs","She Got The Best Of Me ","659.710","31","-","-","-","66","-"
"2019","40","Ariana Grande","Imagine","646.317","24","20","-","-","17","15"
"2019","41","Lauren Daigle","You Say","631.804","34","-","-","-","-","-"
"2019","42","A Boogie Wit da Hoodie","Look Back At It","624.431","40","73","-","-","23","-"
"2019","43","Billie Eilish","When The Party's Over","621.219","68","61","-","-","41","19"
"2019","44","Lil' Wayne","Uproar","620.935","35","-","-","-","90","-"
"2019","45","Jimmie Allen","Best Shot","604.445","37","-","-","-","79","-"
"2019","46","Mariah Carey","All I Want For Christmas Is You","593.628","3","2","-","1","1","1"
"2019","47","Thomas Rhett","Sixteen","570.883","42","-","-","-","71","-"
"2019","48","The Chainsmokers & Kelsea Ballerini","This Feeling","565.949","50","-","-","-","34","44"
"2019","49","Pardison Fontaine & Cardi B","Backin' It Up","559.990","44","-","-","-","-","-"
"2019","50","Luke Combs","Beautiful Crazy","559.452","41","-","-","-","68","-"
"2019","51","Dierks Bentley & Brothers Osborne","Burning Man","557.045","45","-","-","-","72","-"
"2019","52","Zara Larsson","Ruin My Life","537.415","76","9","-","-","74","32"
"2019","53","Juice WRLD","Armed & Dangerous","532.524","54","-","-","-","50","-"
"2019","54","Tory Lanez & Rich The Kid","Talk To Me","532.262","43","-","-","-","55","-"
"2019","55","Jason Aldean","Girl Like You","530.079","46","-","-","-","90","-"
"2019","56","Dustin Lynch","Good Girl","528.439","44","-","-","-","-","-"
"2019","57","Kodak Black","Calling My Spirit","527.048","46","-","-","-","75","-"
"2019","58","A Boogie Wit da Hoodie & Offset & Tyga","Startender","516.464","59","84","-","-","46","-"
"2019","59","Camila Cabello","Consequences","516.392","51","-","-","-","-","-"
"2019","60","Silk City & Dua Lipa","Electricity","512.666","62","61","-","149","63","-"
"2019","61","French Montana & Drake","No Stylist","495.500","60","-","-","-","46","-"
"2019","62","Scotty McCreery","This Is It","490.082","52","-","-","-","-","-"
"2019","63","Jacquees","You","486.210","58","-","-","-","-","-"
"2019","64","Calboy","Envy Me","482.792","41","-","-","-","-","-"
"2019","65","XXXTentacion","Bad!","481.754","52","-","-","199","30","-"
"2019","66","Billie Eilish & Khalid","Lovely","470.023","64","-","-","-","-","46"
"2019","67","Loud Luxury & Brando","Body","461.309","80","39","-","-","17","11"
"2019","68","Anuel AA & Romeo Santos","Ella Quiere Beber","460.762","64","-","-","-","-","-"
"2019","69","Future & Juice Wrld","Fine China","436.831","72","-","-","-","75","-"
"2019","70","Post Malone & Swae Lee","Sunflower","423.185","-","3","-","63","-","1"
"2019","71","Chris Brown","Undecided","423.010","35","15","-","150","57","-"
"2019","72","Brenda Lee","Rockin' Around The Christmas Tree","420.466","9","16","-","112","3","35"
"2019","73","21 Savage","Can't Leave Without It","414.452","58","-","-","-","70","-"
"2019","74","Bobby Helms","Jingle Bell Rock","407.837","8","41","-","89","11","-"
"2019","75","6ix9ine & Tory Lanez","Kika","386.056","76","32","-","-","33","-"
"2019","76","Andy Williams","It's The Most Wonderful Time Of The Year","385.662","10","29","-","186","21","-"
"2019","77","Lil Baby","Pure Cocaine","381.028","66","-","-","-","87","-"
"2019","78","Burl Ives","A Holly Jolly Christmas","374.998","10","-","-","-","28","42"
"2019","79","Kip Moore","Last Shot","369.604","53","-","-","-","-","-"
"2019","80","Chris Stapleton","Millionaire","357.024","67","-","-","-","-","-"
"2019","81","Wham!","Last Christmas","353.984","25","3","-","19","10","5"
"2019","82","Travi$ Scott","Yosemite","353.368","70","-","-","-","92","-"
"2019","83","Nat King Cole","The Christmas Song (Merry Christmas To You)","353.222","11","-","-","-","17","-"
"2019","84","Shawn Mendes & Zedd","Lost In Japan","346.163","71","-","-","-","25","-"
"2019","85","Calvin Harris & Sam Smith","Promises","346.045","-","21","-","18","29","17"
"2019","86","George Ezra","Shotgun","343.005","-","7","-","47","76","4"
"2019","87","Mitchell Tenpenny","Drunk Me","335.160","39","-","-","-","60","-"
"2019","88","Sam Smith & Normani","Dancing With A Stranger","334.285","33","3","-","111","25","19"
"2019","89","Lukas Graham","Love Someone","333.863","81","-","-","-","89","21"
"2019","90","Ski Mask The Slump God & Juice WRLD","Nuketown","324.606","84","-","-","-","81","-"
"2019","91","Billie Eilish","idontwannabeyouanymore","313.845","96","78","-","-","81","-"
"2019","92","Lil Baby","Close Friends","313.100","81","-","-","-","-","-"
"2019","93","Meek Mill, Jeremih & PnB Rock","Dangerous","311.010","46","-","-","-","-","-"
"2019","94","Gene Autry","Rudolph The Red-Nosed Reindeer","304.477","16","-","-","-","34","-"
"2019","95","Ariana Grande","Thank U Next","304.317","-","2","-","-","-","-"
"2019","96","Jake Owen","Down To The Honkytonk","302.142","75","-","-","-","58","-"
"2019","97","Nicki Minaj","Good Form","298.074","89","-","-","-","-","-"
"2019","98","Jordan Davis","Take It From Me","298.051","69","-","-","-","-","-"
"2019","99","Luke Bryan","What Makes You Country","297.814","73","-","-","-","97","-"
"2019","100","21 Savage","Monster","294.621","73","-","-","-","56","-"
