County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Putnam,Plant,Flowering Plants,Sedges,Rhynchospora recognita,Globe Beak Sedge,not available,not listed,not listed,SX,G5?,Extirpated
Putnam,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,1961,Endangered,not listed,S1,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,not available,Rare,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,2003,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,2011,Threatened,not listed,S1S2,G5T5?,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,Rare,not listed,S3,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Harlequin,not available,Rare,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,not available,Endangered,not listed,S1,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago rigida var. rigida,Stiff Leaf Flat-topped Goldenrod,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Cuscuta campestris,Field Dodder,not available,Endangered,not listed,S1,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Cuscuta polygonorum,Smartweed Dodder,not available,Endangered,not listed,S1,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Endodeca serpentaria,Virginia Snakeroot,not available,Threatened,not listed,S2,G4,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Galium concinnum,Shining Bedstraw,2005,Endangered,not listed,S1,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Gaylussacia bigeloviana,Northern Dwarf Huckleberry,1997,Endangered,not listed,S1S2,G5T4T5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,1993,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Hottonia inflata,Featherfoil,not available,Threatened,not listed,S2,G4,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,1896,Threatened,not listed,S2,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not available,not listed,not listed,S4,G4,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Salvia lyrata,Lyre-leaved Sage,not available,Endangered,not listed,SH,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Populus heterophylla,Swamp Cottonwood,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed,not available,Threatened,not listed,S2,G3,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,1989,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,not available,Endangered,not listed,S1S2,G5T4T5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Rhododendron canadense,Rhodora,not available,Threatened,not listed,S2,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Rumex hastatulus,Heart Sorrel,not available,Endangered,not listed,SH,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Utricularia geminiscapa,Hiddenfruit Bladderwort,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,not available,Threatened,not listed,S2,G4,Possible but not Confirmed
Putnam,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,1936,Endangered,not listed,S1,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,2009,Endangered,not listed,S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Eleocharis tenuis var. pseudoptera,Slender Spike Rush,1955,Endangered,not listed,S1,G5T5?,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not available,not listed,not listed,S3S4,G3G4,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Crassula aquatica,Water Pigmyweed,1994,Endangered,not listed,S1,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historically Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Queens,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Amphibians,Frogs and Toads,Scaphiopus holbrookii,Eastern Spadefoot,1990-1999,Special Concern,not listed,S2S3,G5,Recently Confirmed
Queens,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,1990-1999,Game with open season,not listed,S4,G5,Recently Confirmed
Queens,Animal,Amphibians,Frogs and Toads,Lithobates kauffeldi,Atlantic Coast Leopard Frog,not available,not listed,not listed,S1S2,G3G4,Extirpated
Queens,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,"Bees, Wasps, and Ants",Bees,Bombus (Thoracobombus) fervidus,Yellow Bumble Bee,2009,not listed,not listed,S1,G4?,Recently Confirmed
Queens,Animal,"Bees, Wasps, and Ants",Bees,Bombus (Psithyrus) ashtoni,Ashton's Cuckoo Bumble Bee,1994,not listed,not listed,SH,G4,Historically Confirmed
Queens,Animal,Beetles,Tiger Beetles,Cicindela hirticollis,Hairy-necked Tiger Beetle,not available,not listed,not listed,S1S2,G5,Recently Confirmed
Queens,Animal,Beetles,Tiger Beetles,Cicindela dorsalis dorsalis,Northeastern Beach Tiger Beetle,1939,Threatened,Threatened,SX,G3G4T2,Extirpated
Queens,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta thula,Snowy Egret,2000-2005,Protected Bird,not listed,S2S3,G5,Recently Confirmed
Queens,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,2000-2005,Protected Bird,not listed,S5B,G4,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,not available,Protected Bird,not listed,S5,G5,Historically Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2004,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Queens,Animal,Birds,"Rails, Coots and Cranes",Rallus crepitans,Clapper Rail,2000-2005,Protected Bird,not listed,S2S3,G5,Recently Confirmed
Queens,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Queens,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Blackbirds and Orioles,Quiscalus major,Boat-tailed Grackle,2000-2005,Protected Bird,not listed,S3B,G5,Recently Confirmed
Queens,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed
Queens,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,2000-2005,Protected Bird - Game with open season,not listed,S3,G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal,2000-2005,Protected Bird - Game with open season,not listed,"S2S3B,SNRN",G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,2000-2005,Protected Bird - Game with open season,not listed,SNA,GNA,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,2000-2005,Protected Bird - Game with open season,not listed,"S3B,SNRN",G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Anas strepera,Gadwall,2000-2005,Protected Bird - Game with open season,not listed,S3,G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck,2000-2005,Protected Bird - Game with open season,not listed,S1,G5,Recently Confirmed
Queens,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Queens,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher,2000-2005,Protected Bird,not listed,S3B,G5,Recently Confirmed
Queens,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2002,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Queens,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,2000-2005,Protected Bird - Game with open season,not listed,SNA,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2000,Threatened,not listed,S3B,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius melodus,Piping Plover,2008,Endangered,Endangered/Threatened,S3B,G3,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gelochelidon nilotica,Gull-billed Tern,2000-2005,Protected Bird,not listed,S1,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Haematopus palliatus,American Oystercatcher,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus marinus,Great Black-backed Gull,2000-2005,Protected Bird,not listed,S4,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Leucophaeus atricilla,Laughing Gull,2000,Protected Bird,not listed,S1,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Rynchops niger,Black Skimmer,2008,Special Concern,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna dougallii,Roseate Tern,1998,Endangered,Endangered,S1B,G4,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna forsteri,Forster's Tern,2002,Protected Bird,not listed,S1,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna hirundo,Common Tern,2008,Threatened,not listed,S3B,G5,Recently Confirmed
Queens,Animal,Birds,"Grouse, Pheasants, Turkeys",Colinus virginianus,Northern Bobwhite,2000-2005,Protected Bird - Game with open season,not listed,S4,G4G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sternula antillarum,Least Tern,2008,Threatened,not listed,S3B,G4,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Tringa semipalmata,Willet,2000-2005,Protected Bird,not listed,S3B,G5,Recently Confirmed
Queens,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2000,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Queens,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2009,Endangered,not listed,S3B,G4,Recently Confirmed
Queens,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Queens,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,2000-2005,Protected Bird,not listed,S3S4B,G5,Recently Confirmed
Queens,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,2000-2005,Special Concern,not listed,S2S3B,G5,Recently Confirmed
Queens,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Queens,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2005,Endangered,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Owls,Tyto alba,Barn Owl,2004,Protected Bird,not listed,S1S2,G5,Recently Confirmed
Queens,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Queens,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen,2000-2005,Protected Bird - Game with open season,not listed,S3S4,G5,Recently Confirmed
Queens,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Ammodramus caudacutus,Saltmarsh Sharp-tailed Sparrow,2000-2005,Protected Bird,not listed,S3B,G4,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Ammodramus maritimus,Seaside Sparrow,2000-2005,Special Concern,not listed,S2S3B,G4,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Queens,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Bubulcus ibis,Cattle Egret,2000-2005,Protected Bird,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Vireos,Vireo griseus,White-eyed Vireo,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Queens,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,2000-2005,Protected Bird,not listed,S3S4B,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Queens,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,Wrens,Troglodytes aedon,House Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta caerulea,Little Blue Heron,2000-2005,Protected Bird,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat,not available,Special Concern,not listed,S2?B,G5,Historically Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta tricolor,Tricolored Heron,2000-2005,Protected Bird,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Plegadis falcinellus,Glossy Ibis,2000-2005,Protected Bird,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nyctanassa violacea,Yellow-crowned Night-Heron,2007,Protected Bird,not listed,S2,G5,Recently Confirmed
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Queens,Animal,Butterflies and Moths,Butterflies and Skippers,Calycopis cecrops,Red-banded Hairstreak,not available,not listed,not listed,SU,G5,Recently Confirmed
Queens,Animal,Butterflies and Moths,Butterflies and Skippers,Pontia protodice,Checkered White,1990,Special Concern,not listed,S1,G5,Recently Confirmed
Queens,Animal,Butterflies and Moths,Butterflies and Skippers,Parrhasius m-album,White-m Hairstreak,1987,not listed,not listed,SU,G5,Recently Confirmed
Queens,Animal,Butterflies and Moths,Butterflies and Skippers,Asterocampa clyton,Tawny Emperor,1988,not listed,not listed,S2S4,G5,Recently Confirmed
